region,lon,lat,e,d,date,road_type,accident_type,collision_type,severity,weather,vehicle_type,car_brand,age
Moravia-Silesia,18.65420004699544,49.6622811776011,-1122993,-445514,29.05.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Light Rain,Car,FORD,30
Moravia-Silesia,18.32643526125618,49.67055958690426,-1120117,-469018,01.06.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,18
Moravia-Silesia,18.670884994458767,49.67249184038018,-1121958,-444222,03.06.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,31
Moravia-Silesia,18.659221709231925,49.65978451684882,-1123299,-445175,04.06.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Rain,Car,ŠKODA,46
Moravia-Silesia,18.670349559187382,49.68451467166419,-1120622,-444153,06.06.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,35
Moravia-Silesia,18.256169209050267,49.59718969491622,-1127814,-474772,19.06.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,37
Moravia-Silesia,18.424803198190695,49.67170886009392,-1120588,-461932,23.06.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,RENAULT,66
Moravia-Silesia,18.363745184015933,49.69265781692835,-1117896,-466127,23.06.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,32
Moravia-Silesia,18.23269297129139,49.68181550283663,-1118291,-475652,07.07.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Motorcycle,HONDA,55
Moravia-Silesia,18.740323717048973,49.61150806345077,-1129120,-439765,09.07.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,46
Moravia-Silesia,18.28227562947627,49.73612836349563,-1112579,-471570,16.07.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,40
Moravia-Silesia,18.336868338253385,49.67550358074792,-1119633,-468221,22.07.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,52
Moravia-Silesia,18.336868338253385,49.67550358074792,-1119633,-468221,22.07.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,MERCEDES,21
Moravia-Silesia,18.745255801628964,49.653127142746,-1124534,-439042,22.07.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,SUZUKI,41
Moravia-Silesia,18.23297680502632,49.68093798900393,-1118390,-475640,24.07.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,27
Moravia-Silesia,18.610767591335797,49.68491693282764,-1120230,-448435,26.07.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,48
Moravia-Silesia,18.7572512864919,49.54680239698747,-1136391,-439116,26.07.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,MERCEDES,28
Moravia-Silesia,18.7572512864919,49.54680239698747,-1136391,-439116,26.07.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,32
Moravia-Silesia,18.779842486580964,49.58212586434637,-1132604,-437176,27.07.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,34
Moravia-Silesia,18.386506200577063,49.543318000629434,-1134585,-465888,03.08.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,HYUNDAI,44
Moravia-Silesia,18.386506200577063,49.543318000629434,-1134585,-465888,03.08.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,ŠKODA,58
Moravia-Silesia,18.381856862185327,49.54761933479836,-1134080,-466183,09.08.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,33
Moravia-Silesia,18.615536234173373,49.70652961870339,-1117862,-447897,16.08.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,KAWASAKI,47
Moravia-Silesia,18.341907760491242,49.66887874715926,-1120398,-467921,22.08.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,44
Moravia-Silesia,18.35318419781801,49.68460554593743,-1118724,-466962,27.08.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,19
Moravia-Silesia,18.354668759441683,49.679634217699714,-1119284,-466902,28.08.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,18
Moravia-Silesia,18.45368268356726,49.65428605734885,-1122693,-460016,29.08.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,51
Moravia-Silesia,18.27765163093623,49.660739907789974,-1120905,-472620,30.08.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,26
Moravia-Silesia,18.27765163093623,49.660739907789974,-1120905,-472620,30.08.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,54
Moravia-Silesia,18.424818162029585,49.67170065244614,-1120589,-461931,06.09.2024,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,YAMAHA,19
Moravia-Silesia,18.68853477772732,49.66185084077185,-1123240,-443047,15.09.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,47
Moravia-Silesia,18.385125865915082,49.40362704810082,-1150057,-467295,19.09.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HARLEY,36
Moravia-Silesia,18.525660375007494,49.71201701423629,-1116724,-454308,23.09.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,RENAULT,18
Moravia-Silesia,18.669101027651067,49.674878976017325,-1121683,-444329,30.09.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,52
Moravia-Silesia,18.65088547338148,49.65554026881502,-1123721,-445813,30.09.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,OPEL,50
Moravia-Silesia,18.744239763125567,49.60323246646469,-1130060,-439556,07.10.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Fog,Car,ŠKODA,30
Moravia-Silesia,18.361658375150828,49.61302920944154,-1126708,-467025,08.10.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,29
Moravia-Silesia,18.361658375150828,49.61302920944154,-1126708,-467025,08.10.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,38
Moravia-Silesia,18.221395865115976,49.65162490667085,-1121566,-476754,08.10.2024,Highway,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,19
Moravia-Silesia,18.665484860065394,49.678360778221816,-1121276,-444558,11.10.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,SUZUKI,18
Moravia-Silesia,18.3991870664667,49.65002727914377,-1122836,-463977,18.10.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,YAMAHA,60
Moravia-Silesia,18.42481700348221,49.67170961198398,-1120588,-461931,19.10.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,CITROEN,62
Moravia-Silesia,18.35736999205238,49.65907432244759,-1121579,-466901,21.10.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,39
Moravia-Silesia,18.661690601461103,49.674671122875424,-1121663,-444864,24.10.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,64
Moravia-Silesia,18.64286210968773,49.70156439383608,-1118572,-445977,25.10.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,KAWASAKI,28
Moravia-Silesia,18.279518677179713,49.74580201874247,-1111490,-471676,30.10.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,RENAULT,51
Moravia-Silesia,18.279518677179713,49.74580201874247,-1111490,-471676,30.10.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,SUZUKI,72
Moravia-Silesia,18.637259943706002,49.664953616803395,-1122598,-446709,04.11.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,45
Moravia-Silesia,18.331168148605673,49.67761604846595,-1119364,-468611,07.11.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,24
Moravia-Silesia,18.42479055145193,49.67169914866459,-1120589,-461933,08.11.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,HYUNDAI,49
Moravia-Silesia,18.358343396690593,49.59299471463033,-1128908,-467452,12.11.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,PEUGEOT,20
Moravia-Silesia,18.54196303530805,49.68213515915734,-1120133,-453409,17.11.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,77
Moravia-Silesia,18.436635773151863,49.43549184256636,-1146839,-463274,18.11.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Ice,Car,VOLKSWAGEN,45
Moravia-Silesia,18.436635773151863,49.43549184256636,-1146839,-463274,18.11.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Ice,Car,ŠKODA,60
Moravia-Silesia,18.454639641941753,49.73935939137247,-1113269,-459159,22.11.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,46
Moravia-Silesia,18.49478517728692,49.543117283595066,-1135261,-458081,23.11.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,39
Moravia-Silesia,18.49478517728692,49.543117283595066,-1135261,-458081,23.11.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,26
Moravia-Silesia,18.35357003038753,49.68250630669783,-1118959,-466954,02.12.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,21
Moravia-Silesia,18.678756750894962,49.67032391509657,-1122244,-443675,04.12.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,40
Moravia-Silesia,18.764156939413965,49.58220971340802,-1132505,-438306,05.12.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,31
Moravia-Silesia,18.69855877357549,49.66001053971202,-1123502,-442342,05.12.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,29
Moravia-Silesia,18.352000969113455,49.59808616430891,-1128305,-467861,11.12.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Ice,Car,ŠKODA,37
Moravia-Silesia,18.352000969113455,49.59808616430891,-1128305,-467861,11.12.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Ice,Car,VOLKSWAGEN,34
Moravia-Silesia,18.44431732052885,49.643275523840224,-1123857,-460792,18.12.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,49
Moravia-Silesia,18.44431732052885,49.643275523840224,-1123857,-460792,18.12.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,CITROEN,54
Moravia-Silesia,18.19427860291412,49.7262649100074,-1113126,-477985,18.12.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,75
Moravia-Silesia,18.19427860291412,49.7262649100074,-1113126,-477985,18.12.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,VOLKSWAGEN,48
Moravia-Silesia,18.686743160646838,49.664309948548095,-1122957,-443154,30.12.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,59
Moravia-Silesia,18.387186439415142,49.86349260355837,-1099104,-462843,03.01.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,BMW,25
Moravia-Silesia,18.387186439415142,49.86349260355837,-1099104,-462843,03.01.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MERCEDES,43
Moravia-Silesia,18.455465884901734,49.83894193218981,-1102236,-458178,18.01.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Ice,Car,DACIA,21
Moravia-Silesia,18.425799804410953,49.87181776925538,-1098414,-459999,30.01.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,40
Moravia-Silesia,18.446670707039033,49.77123579367937,-1109688,-459436,14.02.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,53
Moravia-Silesia,18.446670707039033,49.77123579367937,-1109688,-459436,14.02.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,OPEL,36
Moravia-Silesia,18.43626017468294,49.87694936620328,-1097908,-459202,15.02.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,19
Moravia-Silesia,18.54471157476836,49.83968549966423,-1102684,-451773,04.03.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,PEUGEOT,28
Moravia-Silesia,18.58040784132468,49.8137523871001,-1105769,-449449,07.03.2024,First Class Road,Moving Vehicle Collision,Rear,Serious,Light Rain,Car,ALFA-ROMEO,26
Moravia-Silesia,18.58040784132468,49.8137523871001,-1105769,-449449,07.03.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Light Rain,Truck,IVECO,37
Moravia-Silesia,18.375858059558094,49.82834518303298,-1102931,-463984,21.03.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,39
Moravia-Silesia,18.448740332005865,49.779269130966334,-1108810,-459213,28.03.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,74
Moravia-Silesia,18.42921434068744,49.752740930598975,-1111633,-460861,05.04.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,KAWASAKI,61
Moravia-Silesia,18.620963335762582,49.746708421927856,-1113439,-447144,05.04.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,31
Moravia-Silesia,18.41756542314896,49.78705990359108,-1107759,-461378,09.04.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,52
Moravia-Silesia,18.43528443878426,49.83913149244755,-1102094,-459623,15.04.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,BMW,49
Moravia-Silesia,18.43528443878426,49.83913149244755,-1102094,-459623,15.04.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,ŠKODA,45
Moravia-Silesia,18.446566247388034,49.77021065115608,-1109801,-459453,26.04.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,BMW,41
Moravia-Silesia,18.43587194457947,49.78763002977487,-1107806,-460059,04.03.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,46
Moravia-Silesia,18.3694401743105,49.86748542733486,-1098554,-464077,29.04.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,41
Moravia-Silesia,18.505816749448613,49.754242817218696,-1111925,-455346,09.05.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,66
Moravia-Silesia,18.505816749448613,49.754242817218696,-1111925,-455346,09.05.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,HYUNDAI,54
Moravia-Silesia,18.534203899267855,49.8455214002239,-1101975,-452473,23.05.2024,First Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,HONDA,46
Moravia-Silesia,18.5354702573726,49.8060415104662,-1106359,-452743,24.05.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,TOYOTA,54
Moravia-Silesia,18.4512537835877,49.76939982734346,-1109919,-459124,22.06.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,23
Moravia-Silesia,18.433389178396364,49.7825873589509,-1108350,-460284,24.06.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,62
Moravia-Silesia,18.450235005384908,49.797484015408266,-1106800,-458937,04.07.2024,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,YAMAHA,35
Moravia-Silesia,18.451397893035644,49.76936251632672,-1109924,-459114,04.07.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,50
Moravia-Silesia,18.425015794955762,49.85667270854087,-1100088,-460196,09.07.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,49
Moravia-Silesia,18.381218002840427,49.90275633387312,-1094716,-462903,15.07.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,APRILIA,60
Moravia-Silesia,18.61123403394984,49.760655052857665,-1111836,-447717,23.07.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Light Rain,Car,PEUGEOT,24
Moravia-Silesia,18.442743509380975,49.87043460994311,-1098669,-458798,05.04.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,36
Moravia-Silesia,18.483069508860904,49.884534042971616,-1097347,-455779,27.07.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,35
Moravia-Silesia,18.425360507134084,49.878966271246895,-1097619,-459964,02.08.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,60
Moravia-Silesia,18.51257155735316,49.84865098220827,-1101500,-453995,09.08.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,72
Moravia-Silesia,18.34206869069446,49.912162616427466,-1093436,-465617,22.08.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,35
Moravia-Silesia,18.440984847916067,49.77782959882686,-1108923,-459783,23.08.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,59
Moravia-Silesia,18.448984577662785,49.7947549180987,-1107095,-459052,24.08.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Motorcycle,HONDA,18
Moravia-Silesia,18.41411380120683,49.78928107852646,-1107492,-461605,02.09.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Fog,Motorcycle,YAMAHA,34
Moravia-Silesia,18.607110379196676,49.76930445602952,-1110853,-447935,06.09.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,57
Moravia-Silesia,18.457193248395523,49.799402921803136,-1106629,-458420,14.09.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Light Rain,Car,ŠKODA,20
Moravia-Silesia,18.503070185573208,49.75699127681877,-1111604,-455518,23.09.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,40
Moravia-Silesia,18.44350182408278,49.773121161907305,-1109460,-459646,30.09.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,51
Moravia-Silesia,18.424528997888142,49.90117780212922,-1095152,-459817,30.09.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,CITROEN,80
Moravia-Silesia,18.45079301966939,49.781608631632736,-1108563,-459044,07.10.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,HYUNDAI,22
Moravia-Silesia,18.403253197205167,49.85308137906737,-1100355,-461789,15.10.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,NISSAN,55
Moravia-Silesia,18.43636829107825,49.813956017971016,-1104891,-459779,22.10.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,RENAULT,41
Moravia-Silesia,18.43636829107825,49.813956017971016,-1104891,-459779,22.10.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,OPEL,59
Moravia-Silesia,18.46550906641055,49.7910016493544,-1107610,-457901,22.10.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,61
Moravia-Silesia,18.558514702121386,49.72045187212512,-1115983,-451869,24.10.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,24
